Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,EngagementScore,Engagement_Category
596377,Kiara Mallick,Marketing,Marketing Executive,75,65.65,87.19,4.2,93.67,54,4.9,12,No,88.5,HIGH
868521,Divit Subramaniam,Finance,Auditor,72,69.69,98.29,4.6,75.24,36,3.9,20,No,83.2,HIGH
462417,Hiran Mahajan,IT,Software Engineer,79,82.87,87.95,3.4,83.64,37,3.1,22,No,76.97,HIGH
735129,Farhan Sethi,HR,Recruitment Specialist,61,77.58,87.4,4.4,88.46,52,3.6,12,No,83.78,HIGH
601399,Amani Amble,Sales,Account Manager,62,83.09,77.44,4.8,84.47,39,3.0,12,No,80.34,HIGH
697289,Jayan Babu,HR,HR Manager,55,90.03,85.84,4.1,79.25,52,4.0,13,No,82.35,HIGH
146352,Zeeshan Suresh,HR,Employee Relations,69,91.93,99.32,4.6,85.51,40,3.6,8,No,87.51,HIGH
603933,Armaan Chaudhuri,Marketing,SEO Specialist,90,72.89,78.98,4.9,72.04,38,3.6,13,No,78.7,HIGH
706958,Renee Bail,Finance,Accountant,50,92.32,87.05,3.4,97.55,45,3.5,23,No,83.51,HIGH
295742,Neysa Johal,Sales,Sales Executive,59,94.71,84.36,4.6,93.8,43,3.2,25,No,85.68,HIGH
966300,Yuvaan Krish,Sales,Account Manager,93,77.83,95.11,3.7,73.35,50,4.2,20,Yes,80.41,HIGH
682682,Kimaya Varghese,Marketing,Content Strategist,52,69.89,93.18,3.2,74.17,45,3.8,4,No,75.88,HIGH
490054,Rohan Saran,IT,Software Engineer,87,84.17,85.88,3.4,75.3,43,4.5,26,Yes,79.78,HIGH
615419,Vidur Mannan,Marketing,Content Strategist,81,67.64,78.92,3.8,75.55,36,4.9,7,No,80.01,HIGH
256154,Amira Rajan,Sales,Business Development,67,89.55,81.99,3.1,83.72,55,3.5,6,No,76.87,HIGH
904766,Sana Handa,Sales,Business Development,85,74.6,83.63,3.4,78.72,48,4.0,16,No,77.4,HIGH
219194,Madhav Subramaniam,HR,Employee Relations,86,83.17,79.41,3.0,81.22,49,4.1,28,Yes,76.96,HIGH
264382,Rasha Dugar,Finance,Auditor,50,60.59,92.5,4.0,90.33,37,3.1,29,No,80.06,HIGH
882220,Akarsh Dua,Marketing,Content Strategist,91,65.01,79.08,3.9,86.13,45,4.3,5,Yes,80.96,HIGH
369520,Anika Yogi,Marketing,Content Strategist,59,74.4,76.95,4.2,94.85,37,4.5,24,No,86.08,HIGH
965575,Zara Lanka,Marketing,Marketing Executive,64,73.76,86.83,3.7,73.04,46,3.5,26,No,75.45,HIGH
976037,Samaira Mahal,Finance,Financial Analyst,63,66.54,90.24,4.3,79.33,47,5.0,28,No,85.7,HIGH
534344,Bhamini Cherian,IT,Cybersecurity Specialist,71,61.08,95.97,3.6,99.61,46,4.2,24,No,86.38,HIGH
988379,Charvi Gera,Finance,Accountant,59,65.67,76.99,3.2,85.54,51,3.1,6,No,72.83,MEDIUM
193674,Jiya Sarin,IT,Software Engineer,81,89.72,92.95,4.8,72.4,44,3.8,1,No,83.68,HIGH
337917,Yasmin Yohannan,Marketing,Marketing Executive,56,85.64,95.84,4.3,93.05,49,3.2,30,No,85.65,HIGH
188263,Nirvi Jain,Finance,Financial Analyst,53,83.03,99.44,3.9,80.25,47,4.7,12,No,86.67,HIGH
353599,Shaan Balakrishnan,IT,Data Analyst,89,68.33,86.93,4.9,74.82,51,4.1,13,Yes,82.66,HIGH
891878,Samar Venkataraman,IT,Software Engineer,86,62.75,79.93,4.6,86.93,48,3.9,12,No,82.34,HIGH
146417,Prerak Trivedi,IT,Data Analyst,59,86.06,82.15,4.9,89.37,43,3.7,1,No,86.25,HIGH
177999,Neelofar Maharaj,Marketing,SEO Specialist,96,88.32,96.97,4.9,77.47,35,4.7,28,Yes,89.87,HIGH
438498,Divit Apte,Finance,Auditor,64,84.18,81.72,3.9,89.05,35,3.0,4,No,79.08,HIGH
810728,Aarav Sarkar,HR,Employee Relations,96,92.71,94.65,3.3,93.46,43,4.2,24,Yes,86.24,HIGH
191671,Nehmat Saraf,Marketing,Content Strategist,85,79.2,90.64,4.8,97.31,50,4.2,15,No,91.24,HIGH
719213,Seher Saini,Finance,Accountant,88,64.84,78.77,3.4,82.68,46,3.1,29,No,73.04,MEDIUM
271309,Diya Gopal,HR,Employee Relations,90,79.55,88.99,3.1,87.47,39,3.8,10,No,79.59,HIGH
239972,Samaira Ramanathan,IT,Cybersecurity Specialist,86,76.67,92.19,4.8,95.36,48,5.0,24,Yes,93.91,HIGH
209419,Kiara Bumb,Marketing,Marketing Executive,93,71.48,97.23,4.1,93.63,48,4.6,5,Yes,89.48,HIGH
544954,Divij Kakar,Sales,Business Development,53,90.99,94.88,3.1,80.0,52,3.7,27,No,79.28,HIGH
224870,Mishti Handa,IT,Cybersecurity Specialist,92,88.19,88.72,3.5,98.24,42,3.9,28,No,85.64,HIGH
322135,Ivan Ravel,Marketing,Content Strategist,60,62.98,79.51,4.0,82.4,46,3.9,18,No,78.52,HIGH
746114,Samarth Ramanathan,Finance,Accountant,95,73.78,76.93,3.1,87.28,45,3.2,29,No,74.15,MEDIUM
923123,Mamooty Soni,Finance,Auditor,67,81.78,76.94,4.0,72.21,52,3.6,2,No,75.63,HIGH
626952,Biju Bir,IT,Software Engineer,89,78.17,79.19,3.3,91.22,40,4.0,21,No,80.22,HIGH
213797,Romil Samra,Finance,Auditor,67,71.14,75.84,3.5,77.74,41,4.5,9,No,77.6,HIGH
735209,Kismat Banerjee,Sales,Business Development,92,67.35,90.57,4.8,80.6,45,4.7,14,Yes,87.03,HIGH
911301,Baiju Arya,IT,Software Engineer,85,94.63,84.56,4.6,89.7,47,4.4,6,No,89.29,HIGH
188515,Manikya Roy,IT,Cybersecurity Specialist,51,82.24,96.98,3.8,92.29,49,4.4,25,No,88.11,HIGH
734572,Krish Jayaraman,Sales,Sales Executive,90,82.89,95.16,4.8,88.53,50,4.2,1,Yes,89.88,HIGH
850478,Rati Thakkar,Finance,Financial Analyst,71,76.49,77.16,3.2,93.29,49,4.7,27,No,82.67,HIGH
587474,Hiran Singhal,Sales,Sales Executive,82,86.14,86.72,3.6,83.69,38,5.0,14,No,85.46,HIGH
849392,Shamik Bora,HR,HR Manager,59,68.19,81.37,3.0,77.13,51,3.4,23,No,71.83,MEDIUM
548834,Lakshay Bose,IT,Software Engineer,53,90.56,85.75,3.1,76.23,35,3.0,6,No,73.48,MEDIUM
255458,Bhamini Chand,Marketing,Content Strategist,67,79.33,92.67,3.3,71.99,35,3.8,1,No,76.46,HIGH
422372,Yashvi Gill,IT,Data Analyst,95,62.51,90.86,4.9,85.27,36,4.4,9,Yes,87.2,HIGH
981762,Zain Vig,IT,Data Analyst,100,70.71,80.71,3.5,73.73,54,3.2,18,No,72.13,MEDIUM
563230,Nayantara Kunda,HR,Recruitment Specialist,53,65.81,90.92,4.3,96.11,46,4.4,27,No,88.4,HIGH
935870,Damini Chanda,Finance,Accountant,100,63.24,76.09,3.7,93.44,47,4.2,18,Yes,81.17,HIGH
416198,Mehul Sarkar,Marketing,SEO Specialist,51,63.68,88.36,4.4,85.48,37,4.3,9,No,84.48,HIGH
209199,Krish Comar,IT,Cybersecurity Specialist,59,62.69,77.75,3.7,79.79,40,4.9,16,No,80.16,HIGH
670062,Shlok Hayer,HR,HR Manager,95,64.61,99.8,3.6,98.39,41,3.8,28,No,85.54,HIGH
791583,Baiju Bhatia,Sales,Account Manager,74,73.85,92.39,3.8,83.17,45,5.0,14,No,86.01,HIGH
318172,Gatik Luthra,IT,Cybersecurity Specialist,90,87.65,76.69,4.1,78.63,54,4.6,10,Yes,82.49,HIGH
537761,Anya Majumdar,Marketing,Content Strategist,90,85.54,82.31,4.6,87.19,54,4.0,28,No,85.57,HIGH
880954,Reyansh Sem,Sales,Business Development,97,62.75,76.04,3.3,86.49,36,4.3,25,Yes,77.83,HIGH
590418,Aarav Jha,IT,Software Engineer,73,65.55,99.97,3.0,75.64,49,4.2,6,No,78.04,HIGH
542908,Jhanvi Raman,Marketing,SEO Specialist,59,86.95,84.18,3.3,90.51,44,4.1,11,No,82.28,HIGH
295750,Eva Shukla,Marketing,SEO Specialist,71,69.03,98.59,4.3,74.02,55,4.0,11,No,82.03,HIGH
784411,Trisha Mallick,Marketing,SEO Specialist,94,65.15,96.93,3.1,71.39,46,4.2,10,Yes,76.52,HIGH
515923,Aarav Kashyap,Finance,Financial Analyst,63,71.45,86.39,4.5,70.87,48,4.9,12,No,83.28,HIGH
481395,Renee Sachar,Finance,Accountant,94,94.65,95.9,3.8,75.27,39,4.8,0,Yes,85.63,HIGH
488935,Faiyaz Mahal,Sales,Sales Executive,51,82.92,97.6,4.1,81.16,48,4.1,23,No,84.96,HIGH
500842,Madhav Kashyap,Marketing,Content Strategist,63,86.44,96.49,3.7,73.86,45,4.9,6,No,84.5,HIGH
829717,Jayant Bhagat,HR,Recruitment Specialist,68,94.96,77.1,4.4,91.99,46,3.3,15,No,83.31,HIGH
301292,Saira Kaur,Sales,Business Development,57,80.18,95.19,3.6,72.19,39,3.4,30,No,76.71,HIGH
332292,Ryan Karnik,IT,Cybersecurity Specialist,73,60.4,81.44,3.8,78.91,49,4.7,7,No,80.0,HIGH
391184,Trisha Bose,IT,Cybersecurity Specialist,71,67.45,86.81,3.1,76.3,48,3.3,29,No,72.6,MEDIUM
102928,Veer Sagar,HR,Recruitment Specialist,60,70.81,88.3,3.5,98.5,52,3.8,25,No,83.49,HIGH
238037,Shaan Shetty,Marketing,Marketing Executive,71,65.13,92.64,4.3,80.41,39,4.5,4,No,84.36,HIGH
530999,Ayesha Garde,HR,HR Manager,92,76.8,94.92,4.4,73.65,48,3.6,8,No,80.76,HIGH
620611,Akarsh Andra,HR,Recruitment Specialist,90,75.41,99.58,4.2,86.53,54,4.6,16,Yes,88.62,HIGH
199145,Sana Jhaveri,Marketing,Marketing Executive,94,90.65,79.51,4.4,87.33,36,4.5,17,Yes,86.77,HIGH
349090,Inaaya  Doctor,Finance,Auditor,57,71.97,95.56,4.0,76.86,50,3.7,28,No,80.17,HIGH
906820,Onkar Basak,HR,Employee Relations,84,84.78,82.27,3.3,99.07,49,3.2,7,No,80.65,HIGH
590869,Parinaaz Kumar,IT,Cybersecurity Specialist,97,64.23,87.67,4.8,95.33,50,3.0,25,No,83.76,HIGH
860960,Armaan Badami,Sales,Business Development,84,77.86,98.82,4.6,87.66,39,3.2,2,No,85.05,HIGH
137127,Saksham Chandra,HR,Recruitment Specialist,53,70.65,82.16,3.7,82.14,38,4.1,29,No,79.34,HIGH
737753,Miraan Dani,HR,Employee Relations,69,85.73,94.36,4.5,82.75,48,4.6,0,No,88.67,HIGH
424195,Ranbir Sabharwal,HR,Recruitment Specialist,63,61.64,87.21,4.5,77.43,42,3.9,15,No,80.44,HIGH
794019,Adah Deep,Marketing,Marketing Executive,80,66.9,99.13,4.2,92.0,40,4.7,10,No,89.72,HIGH
593427,Prerak Sundaram,Marketing,Marketing Executive,98,83.67,90.74,4.7,77.22,50,3.4,16,No,82.08,HIGH
659869,Mehul Doctor,Sales,Sales Executive,88,86.04,83.78,4.2,81.39,45,4.5,10,Yes,84.58,HIGH
482829,Yuvraj  Dewan,HR,Recruitment Specialist,94,92.66,95.2,4.3,97.21,37,4.6,10,Yes,93.07,HIGH
493092,Piya Virk,Finance,Financial Analyst,61,94.95,96.8,4.7,98.22,38,3.8,3,No,92.32,HIGH
570104,Ryan Sachar,IT,Cybersecurity Specialist,83,77.34,82.14,4.6,78.74,42,3.6,15,No,80.58,HIGH
324427,Divij Randhawa,Finance,Financial Analyst,67,78.58,79.93,4.1,85.18,47,4.5,3,No,83.8,HIGH
339528,Fateh Sharma,IT,Software Engineer,61,87.4,93.93,3.2,99.69,39,4.3,27,No,87.43,HIGH
946960,Alisha Chand,Finance,Financial Analyst,83,60.68,77.49,3.3,94.09,44,4.0,8,No,78.99,HIGH
731424,Pihu Dutt,Finance,Auditor,72,68.14,97.15,4.5,75.78,37,3.2,23,No,79.78,HIGH
842692,Saanvi Madan,HR,HR Manager,93,91.14,78.8,3.1,75.56,53,4.6,11,Yes,78.34,HIGH
278306,Nakul Rout,Finance,Accountant,75,92.35,87.09,3.6,94.69,45,4.8,22,No,88.66,HIGH
609399,Vritika Hora,Marketing,Marketing Executive,75,61.44,94.92,4.0,83.31,46,4.1,28,No,82.52,HIGH
132841,Ryan Madan,Sales,Account Manager,100,79.22,99.63,3.5,77.49,47,4.3,28,Yes,82.3,HIGH
729250,Miraya Uppal,IT,Software Engineer,95,91.46,98.52,4.0,90.64,42,4.5,28,Yes,90.04,HIGH
129892,Kaira Virk,Finance,Financial Analyst,73,75.92,87.69,3.8,86.08,41,3.8,27,No,81.35,HIGH
267795,Rhea Ghose,Finance,Accountant,60,90.44,99.56,4.2,81.57,55,3.7,17,No,85.03,HIGH
525528,Rhea Dalal,Finance,Accountant,53,78.94,84.4,4.3,85.32,50,4.2,13,No,84.37,HIGH
848046,Suhana Malhotra,Sales,Business Development,81,92.57,92.3,3.7,88.46,52,4.9,19,No,88.66,HIGH
752362,Ela Ray,IT,Software Engineer,92,61.26,81.01,3.2,91.86,52,4.5,16,Yes,80.69,HIGH
916452,Rati Anne,Sales,Business Development,99,65.78,77.93,4.2,91.07,52,3.4,21,No,79.89,HIGH
186110,Anaya Vora,HR,Recruitment Specialist,82,73.68,81.21,3.5,84.06,54,4.5,11,No,80.83,HIGH
125052,Saanvi Venkatesh,Finance,Auditor,65,68.7,98.18,3.4,98.38,50,4.0,1,No,85.62,HIGH
362851,Dishani Mahal,Sales,Business Development,78,69.53,84.89,4.2,83.53,41,3.3,17,No,78.99,HIGH
946388,Prisha Divan,Finance,Financial Analyst,76,88.07,82.34,3.5,88.57,50,4.2,21,No,82.65,HIGH
872665,Eshani Sathe,Marketing,Marketing Executive,77,79.96,94.51,4.1,76.06,44,3.6,29,No,80.52,HIGH
977935,Sara Bava,Finance,Accountant,80,87.17,94.67,3.0,88.38,38,3.0,25,No,78.17,HIGH
646736,Vidur Choudhury,IT,Software Engineer,73,61.56,98.33,4.2,92.2,39,4.6,30,No,88.68,HIGH
474625,Kismat Reddy,HR,Employee Relations,93,90.5,88.67,3.8,92.91,52,3.2,2,No,82.66,HIGH
223790,Badal Tara,HR,Employee Relations,83,86.19,75.04,3.7,95.45,46,3.3,30,No,80.26,HIGH
938700,Siya Bahri,Sales,Business Development,53,91.39,76.19,5.0,72.25,36,3.2,8,No,78.85,HIGH
671927,Anahita Chandra,Sales,Account Manager,68,92.65,86.03,3.1,87.55,45,3.1,7,No,77.54,HIGH
685345,Tiya Magar,HR,Employee Relations,78,84.1,97.37,3.9,80.39,40,4.3,6,No,84.8,HIGH
473298,Vritika Vasa,Finance,Accountant,62,64.95,94.85,4.1,79.49,51,3.8,4,No,80.91,HIGH
737360,Shlok Sibal,Sales,Account Manager,87,71.48,85.8,4.7,75.83,45,3.4,10,No,79.46,HIGH
145730,Advik Ranganathan,Finance,Accountant,55,84.08,85.84,3.9,81.72,49,4.6,3,No,84.09,HIGH
912978,Divit Doshi,HR,Employee Relations,69,62.4,89.2,4.6,89.33,50,4.2,14,No,86.08,HIGH
850624,Trisha Bakshi,Marketing,Marketing Executive,85,60.19,75.84,4.8,72.33,50,3.3,22,No,75.29,HIGH
171937,Hansh Koshy,Marketing,Content Strategist,61,89.86,94.42,3.7,99.46,46,4.5,5,No,90.51,HIGH
884429,Anvi Bhavsar,Sales,Sales Executive,64,86.44,91.05,3.7,90.62,48,4.7,8,No,87.64,HIGH
728424,Dhruv Acharya,HR,HR Manager,99,69.49,97.13,3.6,83.33,41,4.8,24,Yes,84.97,HIGH
880296,Ivan Mand,HR,Recruitment Specialist,93,81.43,76.47,3.5,93.14,42,3.4,6,No,78.98,HIGH
761061,Mehul Lad,Sales,Account Manager,79,84.98,92.59,4.5,80.53,52,4.5,21,No,87.18,HIGH
156156,Hansh Karnik,IT,Data Analyst,59,73.17,93.95,3.4,95.76,50,4.4,14,No,86.04,HIGH
691406,Uthkarsh Vala,Finance,Accountant,69,71.88,92.52,3.5,96.32,45,4.9,2,No,88.19,HIGH
632730,Kashvi Buch,Sales,Business Development,91,60.91,97.96,3.2,71.13,40,4.0,0,No,75.82,HIGH
286824,Riya Madan,Finance,Financial Analyst,81,85.97,82.46,5.0,75.67,44,3.7,18,No,82.59,HIGH
995749,Oorja Bobal,Sales,Account Manager,66,81.2,98.89,3.0,90.1,47,5.0,12,No,86.93,HIGH
439866,Shlok Saini,Finance,Auditor,65,88.18,89.76,4.3,82.39,44,3.1,20,No,81.09,HIGH
425648,Anika Sengupta,HR,Recruitment Specialist,100,73.83,90.15,4.2,92.6,54,4.7,4,Yes,88.79,HIGH
551207,Lakshay Saxena,HR,Employee Relations,97,93.27,91.54,3.8,90.42,49,4.5,16,Yes,87.96,HIGH
895289,Indrans Wason,HR,Employee Relations,85,94.51,85.68,3.9,72.04,43,3.9,4,No,79.4,HIGH
740139,Parinaaz Swaminathan,IT,Software Engineer,71,89.24,79.08,3.8,90.59,51,4.6,30,No,85.52,HIGH
250239,Zara Roy,Finance,Accountant,59,73.51,84.79,4.5,79.77,37,3.2,25,No,79.04,HIGH
311211,Yuvraj  Swaminathan,Marketing,Content Strategist,94,81.59,87.33,4.5,88.48,47,3.3,5,No,83.37,HIGH
940441,Ojas Chada,HR,HR Manager,86,88.88,88.4,4.0,98.15,52,4.0,18,No,88.01,HIGH
318048,Ira Thakkar,IT,Cybersecurity Specialist,99,65.41,89.81,4.8,80.61,48,4.9,1,Yes,87.49,HIGH
917471,Pihu Ghose,HR,HR Manager,72,65.69,76.26,4.9,98.66,48,4.0,10,No,87.02,HIGH
705706,Samiha Thaman,Finance,Auditor,90,78.08,97.23,4.6,75.87,47,4.5,16,Yes,86.42,HIGH
551820,Ivana Rattan,Marketing,Content Strategist,83,71.74,98.71,4.8,74.26,40,3.2,12,No,81.19,HIGH
221582,Jiya Cheema,Marketing,Marketing Executive,51,78.2,90.55,4.3,79.56,35,3.8,22,No,82.2,HIGH
441547,Faiyaz Raval,HR,Recruitment Specialist,76,80.44,80.18,3.2,96.76,39,3.3,19,No,79.11,HIGH
795310,Raunak Konda,IT,Data Analyst,65,77.51,90.49,4.6,97.47,37,3.3,9,No,86.69,HIGH
578635,Myra Ranganathan,IT,Software Engineer,59,60.07,79.14,3.5,97.36,53,4.4,14,No,82.64,HIGH
346443,Rania Garg,IT,Software Engineer,82,65.15,78.79,3.6,73.62,37,4.5,6,No,76.76,HIGH
832149,Adah Goswami,Marketing,Content Strategist,68,82.07,88.23,4.9,71.28,35,3.3,16,No,80.04,HIGH
925126,Mahika Bora,Sales,Account Manager,100,72.07,87.59,3.0,87.41,49,4.7,2,Yes,81.75,HIGH
560397,Shanaya Bali,HR,Employee Relations,81,65.94,95.39,3.7,78.72,51,3.1,7,No,76.49,HIGH
350626,Kanav Lanka,Finance,Accountant,66,84.19,92.13,4.9,72.51,44,4.2,7,No,85.0,HIGH
335208,Mishti Ganguly,HR,Recruitment Specialist,82,76.59,77.06,4.6,97.82,36,3.5,2,No,84.82,HIGH
860980,Kimaya Aggarwal,Finance,Auditor,100,94.94,94.95,3.5,79.71,38,3.1,20,No,78.8,HIGH
349858,Prisha Chanda,Sales,Account Manager,94,68.02,78.48,4.4,72.7,38,3.6,20,No,76.31,HIGH
965221,Chirag Lalla,Sales,Account Manager,56,68.01,83.8,4.0,97.63,44,4.0,27,No,84.85,HIGH
680014,Abram Seth,HR,Recruitment Specialist,68,78.8,96.19,3.3,73.78,52,4.1,3,No,78.85,HIGH
770909,Jayan Kohli,IT,Cybersecurity Specialist,65,75.1,91.08,4.4,98.27,52,4.3,15,No,90.01,HIGH
232269,Riaan Chacko,HR,Employee Relations,86,61.79,89.29,3.7,96.62,38,3.0,19,No,79.82,HIGH
418960,Sana Hans,Finance,Auditor,71,74.92,88.65,4.8,83.68,41,3.9,29,No,85.13,HIGH
755582,Prerak Datta,Sales,Sales Executive,59,93.72,92.52,4.9,78.65,54,4.6,24,No,89.47,HIGH
913107,Anahita Hans,Finance,Accountant,93,70.94,90.73,3.3,95.54,48,4.8,29,Yes,86.3,HIGH
219532,Hrishita Koshy,HR,HR Manager,56,86.7,89.53,4.7,87.21,37,3.2,13,No,84.34,HIGH
516332,Kartik Lalla,HR,Recruitment Specialist,97,91.01,82.26,4.4,89.22,44,4.3,3,Yes,87.12,HIGH
445720,Amani Bhat,Finance,Auditor,73,79.8,92.43,3.6,93.3,49,4.5,28,No,86.86,HIGH
201647,Elakshi Char,HR,Recruitment Specialist,98,93.46,78.15,3.4,77.0,43,4.4,20,Yes,79.28,HIGH
125397,Vivaan Kakar,Marketing,Content Strategist,86,63.2,99.73,3.7,99.31,44,3.1,11,No,83.26,HIGH
338231,Pranay Sen,IT,Software Engineer,62,81.92,86.65,3.7,79.04,45,3.3,5,No,77.23,HIGH
283018,Hunar Sura,IT,Software Engineer,95,81.08,75.74,4.4,71.13,51,3.3,19,No,75.4,HIGH
375092,Elakshi Borde,HR,Employee Relations,85,78.08,86.72,3.7,72.73,35,4.6,22,No,80.17,HIGH
948704,Nishith Bains,Finance,Financial Analyst,92,88.52,83.88,4.3,91.61,48,3.8,30,No,85.51,HIGH
501435,Madhav Dhar,Marketing,Content Strategist,73,94.83,90.82,4.3,94.63,52,4.7,26,No,92.04,HIGH
427518,Neysa Magar,Marketing,SEO Specialist,81,68.76,84.05,4.5,71.37,54,4.0,8,No,79.1,HIGH
830311,Samiha Dugar,IT,Cybersecurity Specialist,67,67.02,85.26,3.0,75.97,41,3.0,24,No,70.54,MEDIUM
938143,Rohan Mann,Marketing,Marketing Executive,100,85.73,97.11,3.1,70.88,38,3.5,19,No,75.66,HIGH
189294,Indranil Saran,Sales,Business Development,83,91.08,81.83,4.9,75.77,55,3.1,16,No,80.21,HIGH
582678,Kiaan Doshi,IT,Software Engineer,57,71.91,75.44,3.7,94.54,40,3.9,28,No,81.04,HIGH
322714,Tejas Sangha,Finance,Financial Analyst,94,65.6,76.56,4.4,84.26,42,3.7,22,No,79.55,HIGH
700739,Kavya Kuruvilla,Marketing,SEO Specialist,52,79.9,94.94,3.6,79.66,44,4.8,27,No,84.48,HIGH
697715,Yuvaan Subramaniam,Sales,Account Manager,80,90.5,95.4,3.6,91.61,41,4.6,10,No,88.41,HIGH
423076,Zoya Hora,Marketing,SEO Specialist,85,67.04,94.72,4.7,92.5,35,3.4,17,No,85.8,HIGH
956232,Anahita Goswami,IT,Data Analyst,77,83.28,84.59,4.2,82.74,44,3.3,4,No,80.07,HIGH
481589,Hridaan Bumb,Sales,Business Development,96,75.19,84.09,3.7,94.34,52,4.9,5,Yes,87.04,HIGH
640250,Rania Karan,Sales,Business Development,68,67.94,83.82,3.8,87.3,37,3.9,2,No,80.55,HIGH
284205,Bhamini Madan,Finance,Accountant,89,92.23,77.88,3.4,80.68,38,3.6,14,No,77.0,HIGH
657968,Khushi Jaggi,HR,HR Manager,74,74.03,95.83,3.7,88.46,51,4.2,12,No,84.71,HIGH
920286,Manjari Chowdhury,HR,HR Manager,75,78.37,88.3,3.5,92.42,38,3.5,20,No,81.22,HIGH
997513,Armaan Lala,Finance,Accountant,55,93.93,92.74,4.5,97.83,48,3.1,9,No,87.69,HIGH
521197,Manjari Uppal,HR,Employee Relations,80,93.97,94.56,4.8,86.47,46,3.1,25,No,85.85,HIGH
682614,Taran Chadha,Marketing,Marketing Executive,72,69.48,87.28,4.5,86.45,54,5.0,26,No,88.34,HIGH
491320,Kavya Sachdev,HR,Employee Relations,61,63.98,86.22,3.4,85.82,42,3.2,25,No,75.79,HIGH
212943,Zoya Balasubramanian,Marketing,Marketing Executive,59,75.35,85.99,4.2,92.12,45,3.7,27,No,83.97,HIGH
603571,Kartik Chacko,Marketing,SEO Specialist,79,65.02,87.37,4.1,80.06,47,3.6,8,No,78.79,HIGH
960911,Ritvik Chhabra,HR,HR Manager,91,77.97,75.64,4.4,70.16,44,4.5,12,Yes,79.57,HIGH
542816,Drishya Khurana,Marketing,SEO Specialist,50,87.09,78.62,3.9,73.1,42,3.3,15,No,75.16,HIGH
799701,Bhavin Gulati,HR,HR Manager,92,84.06,87.75,3.1,81.67,36,4.7,0,Yes,81.66,HIGH
386385,Anika Chaudhari,HR,HR Manager,99,74.83,96.5,3.9,85.18,40,4.2,17,Yes,84.74,HIGH
467268,Suhana Varughese,Marketing,SEO Specialist,96,74.62,81.03,4.5,79.33,48,4.6,20,Yes,83.87,HIGH
440183,Saira Choudhury,Marketing,Content Strategist,55,60.23,97.86,4.8,92.78,38,3.4,16,No,86.23,HIGH
799671,Sara Chad,IT,Software Engineer,61,80.03,89.88,4.5,94.51,37,4.5,9,No,90.33,HIGH
846174,Riya Manda,HR,Employee Relations,94,72.06,88.35,3.2,71.87,37,4.1,1,Yes,75.64,HIGH
107658,Aaryahi Borah,Sales,Account Manager,95,90.51,86.6,4.0,76.39,41,4.0,7,No,81.29,HIGH
668817,Anika Manne,Marketing,SEO Specialist,91,62.57,87.18,4.0,76.81,41,3.8,21,No,77.94,HIGH
354554,Baiju Reddy,Sales,Sales Executive,59,71.06,94.46,4.7,94.24,50,3.1,8,No,85.47,HIGH
289677,Tejas D’Alia,IT,Software Engineer,98,80.13,85.5,3.5,85.25,47,3.1,7,No,77.09,HIGH
239763,Zeeshan Goda,Finance,Financial Analyst,76,77.25,88.4,3.6,76.07,48,4.3,22,No,79.83,HIGH
187647,Kabir Ratta,Sales,Sales Executive,63,63.47,80.87,3.8,78.85,46,3.2,7,No,74.18,MEDIUM
804964,Shanaya Wali,Sales,Sales Executive,83,74.92,78.41,4.2,74.18,41,3.1,4,No,74.63,MEDIUM
414839,Ranbir Dass,HR,Recruitment Specialist,54,78.24,78.69,4.0,93.18,47,3.8,24,No,82.72,HIGH
237379,Kaira Bala,Finance,Accountant,67,75.97,99.26,3.9,90.85,41,3.9,29,No,85.9,HIGH
574652,Taimur Zacharia,Sales,Business Development,65,68.71,80.6,3.1,91.88,51,4.0,9,No,78.96,HIGH
461876,Parinaaz Dutta,IT,Data Analyst,61,91.46,99.61,3.3,83.09,49,4.0,24,No,83.2,HIGH
871801,Jayant Kaul,Finance,Accountant,76,83.13,95.98,4.7,88.69,39,3.3,5,No,86.12,HIGH
242466,Pari Sane,IT,Cybersecurity Specialist,91,78.74,78.89,3.0,71.28,36,4.8,17,Yes,76.24,HIGH
276778,Yasmin Zachariah,Sales,Sales Executive,81,68.31,76.61,3.4,84.65,40,3.8,30,No,76.35,HIGH
462162,Nakul Lalla,Finance,Accountant,72,87.75,79.65,3.9,95.24,40,4.1,7,No,85.28,HIGH
218020,Kiara Sen,HR,HR Manager,65,84.47,83.22,4.0,97.87,53,4.4,3,No,88.05,HIGH
315371,Abram Sankar,IT,Software Engineer,52,73.63,92.83,4.7,79.92,44,4.9,19,No,88.3,HIGH
831689,Siya Sethi,Sales,Account Manager,59,74.02,85.51,3.1,96.09,41,3.7,30,No,80.53,HIGH
636317,Jivin Savant,IT,Cybersecurity Specialist,51,62.02,84.22,3.7,85.1,46,3.8,3,No,78.58,HIGH
128755,Ojas Sama,IT,Software Engineer,68,70.39,79.58,3.1,76.43,47,4.2,5,No,75.08,HIGH
268753,Jayesh Comar,HR,Employee Relations,80,93.43,77.49,3.5,74.23,47,4.4,4,No,78.71,HIGH
959736,Aarush Tak,Marketing,Marketing Executive,98,67.91,81.61,3.8,79.71,40,4.9,6,Yes,81.83,HIGH
970279,Ranbir Viswanathan,Marketing,SEO Specialist,54,65.2,85.51,4.0,90.12,41,4.1,18,No,83.06,HIGH
